ds,dep_var,trend,season,holiday,competitor_sales_B,events,tv_S,ooh_S,print_S,facebook_S,search_S,newsletter,intercept,depVarHat,solID
2017-05-08,813771.666666667,-2670805.72897501,-267998.767562182,0,468120.215452493,0,39940.4987372294,117989.406240056,0.00000000266494137169282,2.46220636685092,4223.00394141683,33610.0521795903,3186760.66143879,911841.803658759,1_158_11
2017-05-15,880871.666666667,-2671628.76112994,-244768.062116783,0,528443.959085665,0,6576.09059886747,88002.589653926,0.0000000000220049538216774,0.706046581735249,0.0703137649307019,65678.8949457783,3186760.66143879,959066.148836655,1_158_11
2017-05-22,919185,-2672451.79328487,-266104.993768677,-70239.5897959814,543627.151420329,0,999.657587335782,77045.4567697425,0.000000000000181699304096347,4476.5437217737,0.0000011316016875363,75309.4869647964,3186760.66143879,879422.581054375,1_158_11
2017-05-29,826321.666666667,-2673274.8254398,-317214.392483882,0,481820.24032346,0,150.037784729169,50481.6053042841,49419.3922114898,1622.80374944719,2513.98555779302,36711.8989348388,3186760.66143879,818991.407381153,1_158_11
2017-06-05,833798.333333333,-2674063.49860925,-351023.134127946,366662.064111482,469000.267684376,0,27625.2906230546,64148.9360472941,509.528171580771,3994.3723065006,4205.31945603226,13736.3190362896,3186760.66143879,1111556.1261382,1_158_11
2017-06-12,746271.666666667,-2674852.17177871,-338976.815082799,0,446959.245419418,0,4413.05447053849,40482.1060010561,4.21593168378189,1407.92363358226,2744.07182737669,14871.5959860296,3186760.66143879,683813.887846965,1_158_11
2017-06-19,1036406.66666667,-2675640.84494817,-298666.857961883,0,565954.815161672,0,165482.71704202,23928.0623168232,0.034812382364461,488.932977934723,6212.68483725327,16315.2815784783,3186760.66143879,990835.487255303,1_158_11
2017-06-26,927931.666666667,-2676429.51811763,-267137.061851006,0,532501.14903604,0,39642.8383959022,95338.6353592725,17946.9994305092,143.463202808567,4195.93224452111,5910.94748253151,3186760.66143879,938874.046621744,1_158_11
2017-07-03,1126943.33333333,-2677218.19128708,-254336.034546009,0,626322.408650792,0,23312.138517427,66053.8131018172,99384.6989787067,6060.03584979253,9288.79182937116,30337.7227121541,3186760.66143879,1115966.04524576,1_158_11
2017-07-10,1184220,-2678006.86445654,-234382.003782696,0,709966.188584925,0,3685.62412403074,41912.419921319,1368.7811481127,2423.445366841,8990.7840098561,25889.8581401619,3186760.66143879,1068608.8944948,1_158_11
2017-07-17,1315508.33333333,-2678795.537626,-184076.681898951,0,683049.565533571,0,34427.7885833077,85596.4034665102,217148.411335296,783.536789543374,9718.57972084099,11770.6246085722,3186760.66143879,1366383.35195149,1_158_11
2017-07-24,1279360,-2679479.3664317,-118321.315763696,0,766356.743909543,0,5591.65755402539,57544.7192351946,14341.5277458373,233.189649648718,9800.97003278027,45391.7188449946,3186760.66143879,1288220.50621542,1_158_11
2017-07-31,1455811.66666667,-2680163.1952374,-75735.9016281065,0,796026.922259429,0,43144.7578980984,104511.693118221,2441.80016961761,67.5964774324269,13856.7023949121,40475.441017191,3186760.66143879,1431386.47790819,1_158_11
2017-08-07,1553355,-2680847.0240431,-70849.6993318441,0,883643.606970004,0,7160.81561567524,99141.9576114515,91165.4070497994,19.442686923406,19706.6199705167,35494.4301414366,3186760.66143879,1571396.21810965,1_158_11
2017-08-14,1374855,-2681530.8528488,-72778.6183274927,0,754582.877874869,0,157562.120146339,69518.6421234253,1189.85276388151,5.57968635034042,0.375767126792422,66250.728202131,3186760.66143879,1481561.36682662,1_158_11
2017-08-21,1970110,-2682214.6816545,-39006.5922781824,0,1127879.57696415,0,36692.1293283612,44554.6092993569,118248.676817951,2071.92057841212,0.0000060474608826949,75482.6279729331,3186760.66143879,1870468.92847332,1_158_11
2017-08-28,2336431.66666667,-2682898.5104602,35093.6717512466,0,1259791.8046836,0,318010.295042007,26625.5381621262,1865.03775495273,1936.62082189618,32427.514802028,116840.521535993,3186760.66143879,2296453.15553244,1_158_11
2017-09-04,2002065,-2683280.70767268,110489.948980002,0,1200343.26104416,0,170346.545697286,15174.7913736417,15.5165963934279,610.48687153556,28839.9074599893,93453.1246444909,3186760.66143879,2122753.5364336,1_158_11
2017-09-11,2027418.33333333,-2683662.90488516,148969.975289507,0,1058543.42994591,0,240504.150955536,93486.9212356477,17958.8225505225,1226.32813528345,21578.5022399467,31972.0657222667,3186760.66143879,2117337.95262825,1_158_11
2017-09-18,1886570,-2684045.10209764,153957.032242002,0,1130358.35181291,0,79129.1675946638,64396.664896716,159.857365948012,372.975727138423,28286.9485939945,54550.0427026207,3186760.66143879,2013926.60027714,1_158_11
2017-09-25,2529721.66666667,-2684427.29931012,160323.585949866,0,1331789.67390042,0,289479.222989368,95829.4589466198,1.32082501786103,3346.86457410252,38366.4151554477,86290.3982178196,3186760.66143879,2507760.30268733,1_158_11
2017-10-02,2357930,-2684809.4965226,189777.687963982,39647.5012095718,1401591.09664428,0,328353.068755387,85905.8046077316,0.0109063743465023,1137.40682937473,36009.3617788859,109207.219538777,3186760.66143879,2693580.32315056,1_158_11
2017-10-09,3003391.66666667,-2685191.69373508,229006.473145863,0,1464255.59590748,0,288294.754841248,119287.469952984,188080.985332706,5447.90624994186,41575.8526753769,77888.2523975122,3186760.66143879,2915406.25820683,1_158_11
2017-10-16,2283685,-2685573.89094756,255323.317786398,0,1368882.15921967,0,124458.552345442,89362.6417661375,6413.51975178538,5474.5042690229,38059.0213701613,140959.005319633,3186760.66143879,2530119.49231949,1_158_11
2017-10-23,2584721.66666667,-2685501.28346798,272186.481936116,0,1393858.78557036,0,220553.761563042,79337.1025718799,54.3625844220631,5776.26853346505,40817.0945466917,138393.713654302,3186760.66143879,2652236.94893109,1_158_11
2017-10-30,2565400,-2685428.6759884,304918.107320302,-180187.102044138,1493034.22042393,0,90765.8453438264,52339.1083378191,0.44898107905892,6118.41895861292,45388.7023318609,57269.4335171443,3186760.66143879,2370979.16862083,1_158_11
2017-11-06,3407085,-2685356.06850882,360483.789390951,0,1668361.93892037,0,123802.489793106,116199.546723229,210252.028606737,5288.74016809524,56261.5831051845,91565.7305337577,3186760.66143879,3133620.44017141,1_158_11
2017-11-13,2803291.66666667,-2685283.46102924,405204.850759291,0,1681287.58252379,0,25765.9054754041,86146.7026167216,11360.9428597118,7024.29556200475,1.63247821419604,83350.2773536872,3186760.66143879,2801619.39003838,1_158_11
2017-11-20,3303155,-2685210.85354966,395231.443291103,0,1736383.12939774,0,233279.117587682,92700.5254454075,1966.20662490984,5433.66479261222,0.0000262727781321102,80745.6114810513,3186760.66143879,3047289.5065359,1_158_11
2017-11-27,3103743.33333333,-2685138.24607008,328274.27896002,0,1794383.19009069,0,74087.6736106765,63698.6770727918,92830.9078224076,4362.39951989873,86766.2226502433,136214.629685742,3186760.66143879,3082240.39478118,1_158_11
2017-12-04,2793875,-2685065.63859051,254290.773044596,0,1514978.91677582,0,155115.796279241,83263.9501613929,1224.57996124401,3374.16846326766,76119.6194000294,89905.7838262812,3186760.66143879,2679968.61076015,1_158_11
2017-12-11,2260396.66666667,-2684319.79328118,227954.462807794,0,1355782.37418013,0,35813.7855379367,55581.8785201234,10.1617428244099,4254.62550744615,65922.6626077491,130203.801422139,3186760.66143879,2377964.62048375,1_158_11
2017-12-18,2399176.66666667,-2683573.94797186,253785.138281058,0,1306015.66307907,0,253990.780588407,82946.6591666016,0.0839109783607717,2714.89355039958,69421.1009792422,152296.197675625,3186760.66143879,2624357.23069831,1_158_11
2017-12-25,3827520,-2682828.10266253,284173.312642383,535596.141430983,1228157.90757983,0,310983.280255318,55317.0043297463,159820.248935843,6538.84066438758,58428.1535779873,182869.506237556,3186760.66143879,3325816.95443029,1_158_11
2018-01-01,3109461.66666667,-2682082.25735321,270500.718071415,227576.257614686,1238476.46159209,0,157607.466216425,34048.9965722909,59455.587182635,5818.74075011244,62483.9483705133,216075.600572631,3186760.66143879,2776722.18102838,1_158_11
2018-01-08,2228128.33333333,-2681336.41204388,209781.98237483,0,1321847.43791421,0,36708.5536152165,27332.8638966809,645.603857583814,6223.24563188212,63840.6906449223,221206.220854674,3186760.66143879,2393010.84818491,1_158_11
2018-01-15,2202593.33333333,-2680590.56673456,139494.831881785,0,1143041.92264599,0,186481.089729799,15606.4175843772,166213.638286558,2515.45754556043,58362.9605702749,119994.086853267,3186760.66143879,2337880.49980184,1_158_11
2018-01-22,1918293.33333333,-2679843.92722224,94233.0044968698,0,1066962.602288,0,48352.8882881693,66305.2877537475,206210.203434694,817.245979335753,51727.7252853108,64886.2097854484,3186760.66143879,2106411.90152813,1_158_11
2018-01-29,1862458.33333333,-2679097.28770992,75552.8357636589,0,1028177.58441415,0,131013.088929447,42102.4156514123,10069.3907155423,243.620012077045,49524.1676344202,57389.6940456929,3186760.66143879,1901736.17089527,1_158_11
2018-02-05,1975951.66666667,-2678350.6481976,61951.5616457105,0,1162302.43273376,0,27899.9921747985,24994.2187593535,25439.3159605413,928.913320350611,62113.1012674473,160867.851271876,3186760.66143879,2034907.40037502,1_158_11
2018-02-12,1827318.33333333,-2677604.00868529,37071.7746963934,0,1033188.86815645,0,41397.245708703,65791.6241255004,234.048664766869,278.41757590975,1.96648791393003,108828.389442613,3186760.66143879,1795948.98761176,1_158_11
2018-02-19,1656268.33333333,-2676857.36917297,1112.31051258692,0,968603.601432688,0,6840.76182682933,41714.6214630225,39241.7140297238,80.8797711646216,0.0000316483471657149,89039.8826541825,3186760.66143879,1656537.06398767,1_158_11
2018-02-26,1703790,-2676110.72966065,-39412.2183849227,0,919052.904785925,0,48832.4205110429,68716.7469040339,110491.587546365,23.2778304475356,35889.2010990644,82323.0202058942,3186760.66143879,1736566.87227599,1_158_11
2018-03-05,1488115,-2675364.09014833,-81254.7091880768,0,891600.019561825,0,8222.22989645104,43938.3883672256,1644.50938476949,6.68149844814512,36095.3055985515,76570.2572274831,3186760.66143879,1488219.25363714,1_158_11
2018-03-12,1727330,-2674617.120069,-120702.415329183,0,866912.370950341,0,223996.928178129,81054.0489705403,200896.948591435,1.91632152012901,33749.1652282037,46242.4055942343,3186760.66143879,1844294.90987501,1_158_11
2018-03-19,1208246.66666667,-2673870.14998967,-149456.885424751,0,725363.598248649,0,68102.4994740501,53747.542497459,8707.50333526788,0.549498116241545,24541.4680312593,49862.4324604277,3186760.66143879,1293759.2195696,1_158_11
2018-03-26,1388960,-2673123.17991034,-163883.788883104,27753.48151892,753247.613818734,0,110061.980394737,79805.7245913889,9147.10958743043,0.157556495993634,27449.0410738662,83737.9539458963,3186760.66143879,1440956.75513281,1_158_11
2018-04-02,2408331.66666667,-2672376.20983101,-176470.071719319,1097368.70833234,644088.788810877,0,21956.3300788879,52722.0892892917,78.4198555531645,0.0451750320501539,21055.7450879175,54378.8257298775,3186760.66143879,2229563.33224823,1_158_11
2018-04-09,1131721.66666667,-2671629.23975168,-207315.049150398,0,677753.617152653,0,3460.0520065588,44540.1349101634,0.647733102590726,0.0129526415040517,24516.2915642502,129772.081969317,3186760.66143879,1187859.2108254,1_158_11
2018-04-16,950015,-2670882.26967235,-258310.174113742,0,569241.577520035,0,522.233866353329,26615.845553611,0.00534847571641058,2910.51334626794,17006.856532268,102387.048774081,3186760.66143879,976252.298593789,1_158_11
2018-04-23,801298.333333333,-2670135.29941784,-302056.761001203,0,468044.55647973,0,78.2967742697584,95385.8653269734,0.0000441634344914794,965.787258793841,8916.51316060012,35960.7600596724,3186760.66143879,823920.380123949,1_158_11
2018-04-30,779838.333333334,-2669388.32916333,-306907.042636185,398213.499508041,458111.845257315,0,11.7269650315582,66096.3323796527,0.000000364666310143734,8299.00152951655,6283.02241222519,27676.5614572558,3186760.66143879,1175157.27914868,1_158_11
2018-05-07,889546.666666667,-2668641.35890882,-274821.912226952,-70239.5897959814,527891.522785725,0,1.7561511276326,75168.3544869854,0.00000000301112264617993,3885.5215047312,15048.7391196432,7046.5574380823,3186760.66143879,802100.251993332,1_158_11
2018-05-14,862850,-2667894.38865431,-246062.34895095,0,494576.954153962,0,0.262983398512399,48978.8323305323,44001.8909351844,8526.98086527375,0.27493958401413,56887.3143070099,3186760.66143879,925776.434348474,1_158_11
2018-05-21,2601601.66666667,-2667147.4183998,-259018.487342117,366662.064111482,553670.385845237,1242256.28061898,698.459260187425,54621.5773556549,441.634584272618,4062.89994652026,0.00000442477517016831,72663.0553421244,3186760.66143879,2555671.11276576,1_158_11
2018-05-28,905008.333333334,-2666400.44814529,-307938.854326229,0,531437.430604242,0,104.759530237933,33555.8823218008,15487.791843743,2646.83142018786,14288.1473230458,102959.568320887,3186760.66143879,912901.770331415,1_158_11
2018-06-04,910551.666666667,-2665653.47789078,-348120.147678475,0,545520.782289708,0,15.6913873733604,19473.0225777821,136.397891114279,865.948522948513,15150.1862390985,106863.244509779,3186760.66143879,861012.309287339,1_158_11
2018-06-11,923853.333333333,-2664906.50740595,-344245.762708817,0,518589.063386307,0,23607.1904510215,10897.1198074866,27480.0433263903,258.75009447077,13915.8738415802,53584.598006355,3186760.66143879,825941.030237635,1_158_11
2018-06-18,982420,-2664159.53692112,-306155.809636715,0,586462.350456106,0,3734.90724357955,39482.6224109676,255.16171726502,75.0965163384553,20106.0120562694,83218.9908681359,3186760.66143879,949780.456149619,1_158_11
2018-06-25,1056811.66666667,-2663412.56643629,-271100.632492465,0,605476.654385477,0,564.072428899981,23275.0071564106,102166.993127978,4321.15943485354,18303.097333454,73651.0200340579,3186760.66143879,1080005.46641117,1_158_11
2018-07-02,932326.666666667,-2662665.59595146,-256141.540821195,0,510364.160283064,0,55709.7989183568,96998.6677856061,1433.9135486528,1552.23250212145,10257.4996671288,63589.9183148521,3186760.66143879,1007859.71568592,1_158_11
2018-07-09,1126221.66666667,-2661918.62546663,-239905.731240964,0,639051.267040015,0,9547.4760508819,67555.8784982651,120514.688805309,6794.27853843778,18384.4603273716,61907.8309586991,3186760.66143879,1208692.18495018,1_158_11
2018-07-16,1140006.66666667,-2661171.6549818,-195168.369318955,0,645169.400219966,0,32761.4262835346,75514.5446894372,1934.51670374707,2853.55784755805,18188.5352609032,42443.3275333299,3186760.66143879,1149285.94567652,1_158_11
2018-07-23,1479303.33333333,-2660424.68449696,-129439.090329578,0,827777.991929096,0,45918.177682781,49254.7321662325,26996.5538066615,943.981785917262,32216.0743202174,77451.0817199197,3186760.66143879,1457455.48002307,1_158_11
2018-07-30,1647193.33333333,-2659677.71379494,-80365.8439758226,0,987442.505938265,0,7674.56900070665,29813.6050905702,250.124390998414,283.142258137975,39303.5239930547,47139.2759866899,3186760.66143879,1558623.85032645,1_158_11
2018-08-06,2009478.33333333,-2658930.74309291,-69862.0045098437,0,1086419.17873987,0,52855.0306315208,80347.5873769244,52155.2789020342,82.2706755691026,47884.4305124693,164850.635428367,3186760.66143879,1942562.32610279,1_158_11
2018-08-13,1523443.33333333,-2658183.77239088,-74101.8034974102,0,904907.372567024,0,8991.67736189746,53166.2674020821,545.241184047244,4805.56061445754,1.24103512712803,110564.236384973,3186760.66143879,1537456.68210011,1_158_11
2018-08-20,1420118.33333333,-2657436.80168885,-48574.7987004849,0,756340.825788342,0,245046.39568285,86387.0698043276,4.51207848051168,1776.59312212511,0.0000199729094298066,89630.8470252772,3186760.66143879,1659935.30457083,1_158_11
2016-11-21,2964696.66666667,-3406275.32544699,349690.405808027,0,1769485.44044222,0,129073.882694137,91780.8575718427,83831.2449978756,0,0.0167435452530805,38894.1292529098,3899429.56207481,2955910.21413837,1_166_2
2016-11-28,2848525,-3407373.42917961,283763.9917521,0,1829200.24886926,0,33801.4106262735,60483.1983529346,38600.5698639927,0,20974.6508201995,59412.381936544,3899429.56207481,2818292.5851165,1_166_2
2016-12-05,2740160,-3408471.53178171,221729.42751323,0,1613698.84372344,0,74971.9671192319,103884.431526079,155.623126358601,0,20775.4870341008,140358.772564829,3899429.56207481,2666532.58290037,1_166_2
2016-12-12,2380508.33333333,-3409569.63438381,207729.617591452,0,1549037.40877305,0,17289.1785771226,71041.4076755087,0.51417679692963,0,16816.8875389109,69246.6880174209,3899429.56207481,2421021.63004127,1_166_2
2016-12-19,2230915,-3410667.7369859,235773.660237945,-358810.185230275,1396750.99810663,0,3536.7918374231,112692.693416819,0.00169759734434627,0,14639.2539126025,15364.0628395662,3899429.56207481,1908709.10190722,1_166_2
2016-12-26,3659425,-3411765.839588,258526.406642511,1165492.16864062,1514902.11914271,0,322124.030859161,79239.8660303036,0.00000560474496798737,0,17577.3181902453,2137.64318750907,3899429.56207481,3847663.27518547,1_166_2
2017-01-02,2827008.33333333,-3412863.94219009,237336.587987513,0,1469433.40697354,0,278677.300726979,120409.386748668,205716.84294619,0,16547.2453888548,90226.4665011249,3899429.56207481,2904912.85715759,1_166_2
2017-01-09,2042143.33333333,-3413962.04479219,177875.350613084,0,1335621.69200724,0,116753.623241828,86812.2531945586,19433.3219883022,0,15316.0376086222,59903.1600775,3899429.56207481,2297182.95601375,1_166_2
2017-01-16,2113358.33333333,-3415060.14655571,116742.341603674,0,1313183.73765851,0,59557.4559635038,56367.9047048075,3246.04017122262,0,13765.2166900336,89636.3626402679,3899429.56207481,2136868.47495112,1_166_2
2017-01-23,2179918.33333333,-3416158.24831923,80899.0116505461,0,1371389.98373009,0,13282.6018568787,33575.7841885432,142095.359680583,0,14695.999104422,39441.1385565858,3899429.56207481,2178651.19252323,1_166_2
2017-01-30,2370613.33333333,-3417256.35008275,66428.117261713,0,1390849.02714539,0,186080.312632147,18834.4137579932,1407.09948006431,0,15662.0249017524,58171.8972222686,3899429.56207481,2219606.10439339,1_166_2
2017-02-06,1814556.66666667,-3418354.45184627,52945.3724767953,0,1185348.26555949,0,56852.430006669,10181.5646565091,4.67651376466835,0,9727.83902851713,12727.2332665576,3899429.56207481,1808862.49173685,1_166_2
2017-02-13,1951668.33333333,-3419452.55360979,28288.0699830136,0,1232717.86819996,0,12606.5398082988,86738.9148051941,0.0154401995844326,0,22.3335521625777,27073.038045588,3899429.56207481,1867423.78829944,1_166_2
2017-02-20,1918238.33333333,-3420550.6553733,-5370.78195099743,0,1202781.39086219,0,2555.45292883181,56308.0674335229,137151.327481793,0,0.0411032634271163,33126.0848078057,3899429.56207481,1905430.48936792,1_166_2
2017-02-27,1472390,-3421648.75713682,-42372.0011886561,0,941049.74155015,0,508.104832481268,33534.6954592999,1269.80814585375,0,3874.11989753893,53263.0904360584,3899429.56207481,1468908.36407071,1_166_2
2017-03-06,1477865,-3422741.17409948,-80211.1368447987,0,918844.597292139,0,100.635254643533,18809.3894604083,171714.910160827,0,5551.33391920648,25992.3255457391,3899429.56207481,1537490.4427635,1_166_2
2017-03-13,1300166.66666667,-3423833.59106214,-114777.570605011,0,807254.879839569,0,39016.2227717009,10167.4102106602,2915.43214164844,0,4559.79555602474,48708.5623967808,3899429.56207481,1273440.70332405,1_166_2
2017-03-20,1160205,-3424926.00802479,-138372.806393712,0,709085.645082449,0,8335.99790403138,5381.44033008874,195631.895822944,0,3438.81317289441,48928.3843384845,3899429.56207481,1306932.9243072,1_166_2
2017-03-27,1356871.66666667,-3426018.42498745,-149859.027863586,0,877318.371154064,0,1675.89371085833,49728.021827054,7851.86911672733,0,5860.85261750672,59004.0457227711,3899429.56207481,1324991.16337276,1_166_2
2017-04-03,1355833.33333333,-3427110.84195011,-163010.94347401,0,886439.901863034,0,332.663890245102,29096.3341606221,26.9149288328136,0,5500.70809833596,9020.92106356307,3899429.56207481,1239725.22065533,1_166_2
2017-04-10,1176266.66666667,-3428203.25891276,-194852.673762238,27979.7299066108,727266.976552094,0,65.8655148416114,121583.693145512,0.0888728769885099,0,3299.35001897171,1584.71554892346,3899429.56207481,1158154.04895964,1_166_2
2017-04-17,1955281.66666667,-3429295.67587542,-242214.885363515,1106314.5373734,599247.882352909,0,25001.0369250555,87998.3889907674,0.000293420589667174,0,2849.8416956257,8443.02456181355,3899429.56207481,2057773.71302886,1_166_2
2017-04-24,1029928.33333333,-3430353.42120471,-277111.541401382,0,648525.822252081,0,5192.78052289915,111149.328676468,0.000000968750079684702,0,2295.3745071247,21905.8401091458,3899429.56207481,981033.745537406,1_166_2
2017-05-01,2263143.33333333,-3431411.166534,-274188.965168716,401459.764743593,553974.94230548,0,169300.586469713,77770.0765255805,0.00000000319840102791047,0,1281.34726146035,8261.26116376009,3899429.56207481,1405877.40884168,1_166_2
2017-05-08,813771.666666667,-3432468.91186329,-242440.325658767,0,510463.167481303,0,49306.686088432,110995.200593794,0.0000000000105597608194488,0,1281.56053420892,8187.88374236254,3899429.56207481,904754.822992854,1_166_2
2017-05-15,880871.666666667,-3433526.65719258,-221425.080533961,0,576243.384256504,0,10761.0233406373,77624.0900272537,0.000000000000034863842148279,0,2.42092417993523,24670.3395221661,3899429.56207481,933779.082419012,1_166_2
2017-05-22,919185,-3434584.40252187,-240727.156828187,-70812.188009743,592799.944293415,0,2173.56928178593,70216.4144598712,0.000000000000000115105589049086,0,0.00445372067395131,32206.0783219044,3899429.56207481,850701.825525708,1_166_2
2017-05-29,826321.666666667,-3435642.14785116,-286962.36671908,0,525402.402872892,0,431.860475176393,43458.2055451142,76761.5223328148,0,503.019304390612,10095.196733341,3899429.56207481,833477.2547683,1_166_2
2017-06-05,833798.333333333,-3436655.73566341,-317546.844434628,369651.119764771,511422.823217173,0,33384.7208355027,63075.1713744247,396.052662229818,0,1169.58936562708,2245.23957039829,3899429.56207481,1126571.6987669,1_166_2
2017-06-12,746271.666666667,-3437669.32347566,-306649.355842196,0,487388.120872561,0,7051.60455234506,38267.656521967,1.31003152902845,0,798.649545908406,2245.55199164123,3899429.56207481,690863.776272903,1_166_2
2017-06-19,1036406.66666667,-3438682.91128791,-270183.669001236,0,617147.215741297,0,168627.851719658,21726.8972074807,0.0043251939039827,0,1876.82067641865,2492.55640143678,3899429.56207481,1002434.32785715,1_166_2
2017-06-26,927931.666666667,-3439696.49910017,-241660.798890268,0,580667.559852381,0,49018.849330045,92332.0638714314,29319.5280595322,0,1326.0596064662,563.949679350361,3899429.56207481,971300.274483582,1_166_2
2017-07-03,1126943.33333333,-3440710.08691242,-230080.5768735,0,682975.248730415,0,30478.1742070371,60947.3199641026,130784.777090666,0,3054.97222528643,6369.20893498594,3899429.56207481,1143248.59944138,1_166_2
